safety_score,violent_safety_score,property_safety_score,walkability_index,jobs_housing_mix_score,employment_mix_score,intersection_density_score,commute_mode_diversity_score,transit_stop_density,has_transit_access,public_transit_commute_rate,no_vehicle_rate,climate_loss_risk_score,social_vulnerability_score,community_resilience_score,heat_risk_score,flood_risk_score,wildfire_risk_score,school_density,school_academic_score,tract_id,tract_name,total_population,tract_type_flag,population_under_5_rate,population_under_18_rate,median_age,hispanic_latino_rate,total_households,households_with_children,avg_household_size,avg_family_size,bachelors_or_higher,median_household_income,poverty_rate,family_poverty_rate,unemployment_rate,drove_alone_rate,work_from_home_rate,renter_rate,median_gross_rent,rent_burden_30_34_count,rent_burden_35_plus_count,vacancy_rate,total_crime_count,violent_crime_count,property_crime_count,crime_rate_per_1000,violent_crime_rate_per_1000,property_crime_rate_per_1000,low_population_flag,transit_stop_count,large_tract_flag,expected_annual_loss_rating_composite,social_vulnerability_rating,community_resilience_rating,heat_wave_hazard_type_risk_index_rating,inland_flooding_hazard_type_risk_index_rating,wildfire_hazard_type_risk_index_rating,school_count,elementary_school_count,middle_school_count,high_school_count,charter_school_count,district_name,district_type,district_grade_low,district_grade_high,district_overlap_pct,academic_strength_tier
12.005457025920876,10.095497953615284,15.5525238744884,,,,,,44.33278862403301,1,4.8,11.0,22.1164008737112,69.88805307,5.37732496149745,27.005577005577,25.8761133506951,0.0,0.0,3.5,06073000901,Census Tract 9.01; San Diego County; California,3632,residential_or_mixed,2.6,5.3,35.3,29.0,2062,171,1.76,2.62,1874,102905.0,13.0,9.9,2.2,65.5,16.0,88.4,2042.0,132,562,4.9,157,20,56,43.22687224669604,5.506607929515419,15.418502202643172,False,6,0,Relatively Low,Relatively High,Very Low,Relatively Low,Relatively Low,No Rating,0,0,0,0,0,San Diego Unified,Unified,PK,12,1.0,medium_high
17.639836289222377,18.69031377899045,15.688949522510232,,,,,,66.86163070712678,1,6.2,15.3,19.254527092092,44.48261565,5.37732496149745,16.0255493588827,10.7892452403886,0.0,0.0,3.5,06073000902,Census Tract 9.02; San Diego County; California,2441,residential_or_mixed,0.8,4.0,39.3,10.8,1541,74,1.58,2.16,1384,88229.0,12.7,9.5,2.7,63.5,28.0,84.0,1968.0,176,392,11.9,114,7,37,46.70217124129456,2.867677181482999,15.157722244981564,False,7,0,Very Low,Relatively Moderate,Very Low,Very Low,Very Low,No Rating,0,0,0,0,0,San Diego Unified,Unified,PK,12,1.0000000000000002,medium_high
14.856753069577085,17.053206002728516,10.77762619372442,15.429568193786205,7.996445497630332,14.8281990521327,17.89652448657188,16.979857819905213,45.75293159801347,1,1.7,6.6,52.2981891631632,9.209856068,5.37732496149745,24.4005910672577,26.9903559154745,0.0,0.0,3.5,06073001000,Census Tract 10; San Diego County; California,4978,residential_or_mixed,4.1,11.8,33.9,28.5,2728,336,1.82,2.67,2441,92850.0,9.3,6.7,3.2,63.4,22.6,83.7,2118.0,238,910,5.4,239,16,98,48.01124949779028,3.2141422257934917,19.68662113298513,False,15,0,Relatively Low,Very Low,Very Low,Relatively Low,Relatively Low,No Rating,0,0,0,0,0,San Diego Unified,Unified,PK,12,1.0000000000000009,medium_high
18.18553888130969,20.19099590723056,14.46111869031378,15.602198455139632,12.976827094474151,15.502673796791443,13.711229946524064,18.855614973262032,22.137695713453148,1,1.3,5.6,52.709209197454,9.209856068,5.37732496149745,14.690881357548,37.415718311869,33.8577527261484,0.0,3.5,06073001100,Census Tract 11; San Diego County; California,3068,residential_or_mixed,3.9,11.0,35.0,20.1,1745,164,1.75,2.64,1508,98634.0,7.9,0.0,4.0,55.2,33.8,72.9,2077.0,112,372,8.2,127,8,51,41.39504563233377,2.607561929595828,16.6232073011734,False,8,0,Relatively Low,Very Low,Very Low,Very Low,Relatively Low,Very Low,0,0,0,0,0,San Diego Unified,Unified,PK,12,0.9999999999999992,medium_high
11.998635743519785,15.006821282401097,6.412005457025916,,,,,,40.66057019758651,1,2.3,11.5,18.4630199403434,9.209856068,5.37732496149745,10.2137852137852,5.1776009893808,0.0,0.0,3.5,06073001201,Census Tract 12.01; San Diego County; California,1982,residential_or_mixed,0.0,4.3,33.1,35.6,1346,52,1.47,2.22,745,68578.0,10.4,3.5,3.9,44.2,39.0,91.5,1660.0,99,527,9.8,198,7,52,99.89909182643794,3.5317860746720484,26.236125126135217,False,5,0,Very Low,Very Low,Very Low,Very Low,Very Low,No Rating,0,0,0,0,0,San Diego Unified,Unified,PK,12,0.9999999999999998,medium_high
15.354706684856758,16.643929058663034,12.960436562073674,,,,,,14.101867472424743,1,2.7,5.0,20.5251661695281,9.209856068,5.37732496149745,15.9242575909243,8.61665061301179,0.0,7.050966001466795,3.5,06073001202,Census Tract 12.02; San Diego County; California,3054,residential_or_mixed,1.4,7.6,33.3,22.0,1775,144,1.72,2.52,1501,100670.0,17.1,28.8,4.2,59.8,28.2,77.8,2030.0,176,551,7.1,166,10,54,54.35494433529797,3.2743942370661427,17.68172888015717,False,2,0,Relatively Low,Very Low,Very Low,Very Low,Very Low,No Rating,1,1,0,0,0,San Diego Unified,Unified,PK,12,1.0000000000000002,medium_high
3.60163710777626,4.365620736698494,2.182810368349253,,,,,,73.5436882524241,1,4.7,9.0,29.275195528102,26.42954451,5.37732496149745,14.8863148863149,10.4919553351646,0.0,0.0,3.5,06073001301,Census Tract 13.01; San Diego County; California,2816,residential_or_mixed,0.0,8.5,33.7,39.5,1593,177,1.76,2.59,1380,100764.0,9.3,3.7,2.9,60.8,25.4,75.1,2171.0,129,366,9.9,369,31,144,131.0369318181818,11.008522727272728,51.13636363636364,False,10,0,Relatively Low,Relatively Low,Very Low,Very Low,Very Low,No Rating,0,0,0,0,0,San Diego Unified,Unified,PK,12,1.0000000000000002,medium_high
14.740791268758525,15.5525238744884,13.233287858117324,,,,,,17.668546307616868,1,3.0,3.2,30.5998543814736,17.89255464,5.37732496149745,17.1731255064588,7.08025638281427,0.0,5.889555282141077,3.5,06073001302,Census Tract 13.02; San Diego County; California,3238,residential_or_mixed,3.2,7.4,31.9,23.7,2161,160,1.5,2.49,1879,77459.0,7.4,4.8,3.3,45.7,29.4,83.9,1916.0,174,874,1.9,167,11,57,51.57504632489192,3.3971587399629404,17.603458925262508,False,3,0,Relatively Low,Very Low,Very Low,Relatively Low,Very Low,No Rating,1,0,0,0,0,San Diego Unified,Unified,PK,12,0.9999999999999992,medium_high
10.354706684856756,12.551159618008189,6.275579809004094,17.12646245479685,12.583918315252074,17.867262284620292,18.550733886407148,17.603063178047226,24.292001972931747,1,3.2,9.6,47.63369894544,9.209856068,5.37732496149745,15.8658658658659,10.7714078460752,0.0,3.4703182495528213,3.5,06073001400,Census Tract 14; San Diego County; California,3285,residential_or_mixed,2.3,7.6,37.8,19.6,1874,191,1.75,2.51,1775,97292.0,8.6,0.0,4.5,47.2,29.9,65.1,1927.0,58,495,7.5,222,15,87,67.57990867579909,4.5662100456621,26.484018264840184,False,7,0,Relatively Low,Very Low,Very Low,Very Low,Very Low,No Rating,1,1,0,0,0,San Diego Unified,Unified,PK,12,1.0000000000000009,medium_high
24.80218281036835,31.10504774897681,13.096862210095496,14.65232579518294,7.864313292884721,13.619415333701047,18.042471042471043,15.172642029784887,6.529839613848683,1,1.4,3.3,23.0828851257721,32.84309661,5.37732496149745,23.5545068878402,17.2011939162594,0.0,0.0,3.5,06073001500,Census Tract 15; San Diego County; California,3961,residential_or_mixed,6.3,12.4,38.0,23.3,2032,303,1.94,2.42,1852,102321.0,6.0,1.3,5.6,70.1,18.4,65.9,2156.0,28,557,5.9,193,5,70,48.7250694269124,1.2623074981065388,17.672304973491546,False,2,0,Relatively Low,Relatively Low,Very Low,Relatively Low,Relatively Low,No Rating,0,0,0,0,0,San Diego Unified,Unified,PK,12,0.9999999999999996,medium_high
13.185538881309686,12.278308321964529,14.870395634379264,15.408521303258148,7.395400265369306,14.927465723131355,18.92702344095533,16.137107474568776,30.10829252208854,1,5.4,6.1,27.9834182774738,9.209856068,5.37732496149745,27.4476857810191,15.229567264814,0.0,3.76356166250783,3.5,06073001600,Census Tract 16; San Diego County; California,6014,residential_or_mixed,3.5,19.4,31.1,66.9,2349,448,2.55,3.56,1282,73984.0,27.6,18.0,9.2,68.2,13.9,78.2,1829.0,275,814,9.5,383,28,98,63.68473561689392,4.655803126039242,16.295310941137345,False,8,0,Relatively Low,Very Low,Very Low,Relatively Low,Relatively Low,No Rating,1,1,0,0,0,San Diego Unified,Unified,PK,12,1.0000000000000004,medium_high
17.312414733969987,18.55388813096862,15.006821282401097,14.070524412296564,4.871609403254973,11.535262206148282,18.66455696202532,15.343580470162747,16.331521960247105,1,0.3,3.6,20.7283275007633,9.209856068,5.37732496149745,23.4115067448401,12.6169835777056,0.0,0.0,3.5,06073001700,Census Tract 17; San Diego County; California,4867,residential_or_mixed,4.7,10.7,34.3,36.1,2508,393,1.94,2.65,1945,91280.0,16.9,23.5,3.2,73.4,15.8,70.7,1791.0,100,660,3.0,218,14,79,44.79145264023012,2.8765153071707417,16.23176494760633,False,4,0,Relatively Low,Very Low,Very Low,Relatively Low,Very Low,No Rating,0,0,0,0,0,San Diego Unified,Unified,PK,12,1.0000000000000002,medium_high
10.12960436562074,11.323328785811738,7.912687585266031,,,,,,24.749224083789997,1,1.4,2.2,5.60866195363694,31.11473079,5.37732496149745,10.8429858429858,2.28794311060374,0.0,8.249766790162855,3.5,06073001801,Census Tract 18.01; San Diego County; California,1982,residential_or_mixed,5.7,15.4,36.1,50.7,992,139,2.0,3.15,692,83065.0,9.0,0.0,2.6,74.3,18.7,68.4,1784.0,48,333,4.3,105,10,47,52.976791120080726,5.045408678102927,23.71342078708376,False,3,0,Very Low,Relatively Low,Very Low,Very Low,Very Low,No Rating,1,1,0,0,0,San Diego Unified,Unified,PK,12,1.0000000000000004,medium_high
19.399727148703956,18.826739427012274,20.46384720327421,,,,,,59.36919828239236,1,3.4,10.5,33.8527843671466,24.55132382,5.37732496149745,16.9264502597836,15.8669568216142,0.0,11.87387320365698,3.5,06073001802,Census Tract 18.02; San Diego County; California,3501,residential_or_mixed,2.0,6.8,34.3,45.1,1917,192,1.81,2.41,1684,84885.0,13.7,6.4,5.8,65.9,16.1,85.5,1900.0,101,679,3.0,118,10,40,33.70465581262497,2.8563267637817766,11.425307055127108,False,10,0,Relatively Low,Relatively Low,Very Low,Relatively Low,Relatively Low,No Rating,2,2,0,0,1,San Diego Unified,Unified,PK,12,1.0000000000000009,medium_high
28.47885402455661,34.92496589358799,16.5075034106412,11.016746411483254,5.91660970608339,8.369788106630212,11.483253588516746,14.423786739576212,1.4092049941143912,1,0.7,7.6,21.8768349108674,39.70029023,5.37732496149745,19.3908193908194,28.0867610859406,67.5846978939983,0.0,3.5,06073001900,Census Tract 19; San Diego County; California,3160,residential_or_mixed,3.4,10.8,45.0,20.9,1556,207,2.01,2.48,1783,133778.0,8.3,5.9,0.5,63.5,26.9,39.1,2251.0,26,219,4.7,106,3,46,33.54430379746835,0.9493670886075948,14.556962025316457,False,1,0,Relatively Low,Relatively Low,Very Low,Relatively Low,Relatively Low,Very Low,0,0,0,0,0,San Diego Unified,Unified,PK,12,0.9999999999999972,medium_high
24.42360163710778,24.82946793997272,23.66984993178718,9.60184574818721,9.71193144363876,14.375082399472644,12.526697429136451,4.235332893869479,5.253742768697528,1,0.0,1.3,42.789534255584,50.68471243,5.37732496149745,24.8045664712331,54.2125979570238,68.3041394646403,0.0,3.5,06073002001,Census Tract 20.01; San Diego County; California,3570,residential_or_mixed,3.8,14.9,49.1,16.2,1549,282,2.28,2.8,2146,181477.0,8.8,3.8,6.6,48.7,38.7,18.4,2728.0,11,168,1.9,106,7,35,29.69187675070028,1.96078431372549,9.803921568627452,False,5,0,Relatively Low,Relatively Moderate,Very Low,Relatively Low,Relatively Moderate,Very Low,0,0,0,0,0,San Diego Unified,Unified,PK,12,1.0000000000000009,medium_high
18.294679399727144,20.87312414733969,13.506139154160978,11.666666666666668,2.416589861751152,14.750230414746545,13.416589861751152,13.0,4.04752986603041,1,1.0,5.8,8.74533198675341,27.61772197,5.37732496149745,14.8958482291816,7.82942694397869,56.231790993305,0.0,3.5,06073002002,Census Tract 20.02; San Diego County; California,2733,residential_or_mixed,5.5,18.8,38.7,20.8,1157,284,2.36,2.62,1437,182125.0,5.8,6.0,2.6,60.1,32.8,29.9,2577.0,0,197,10.2,131,7,47,47.93267471642884,2.561287961946579,17.19721917306989,False,2,0,Very Low,Relatively Low,Very Low,Very Low,Very Low,Very Low,0,0,0,0,0,San Diego Unified,Unified,PK,12,1.0000000000000002,medium_high
8.615279672578449,7.230559345156895,11.186903137789905,15.334035679168425,7.511167298777918,13.47914032869785,18.71597134428993,16.790981879477453,31.963609320152955,1,5.4,4.6,36.3870164642882,34.88894154,5.37732496149745,32.8971828971829,21.3584959509115,0.0,2.905795419039531,3.5,06073002100,Census Tract 21; San Diego County; California,5333,residential_or_mixed,5.1,14.4,33.5,39.2,2592,442,2.05,2.7,2267,79538.0,10.9,10.3,3.6,66.2,16.5,83.3,1919.0,153,836,9.3,365,39,103,68.44177761110069,7.312957059816239,19.313707106694167,False,11,0,Relatively Low,Relatively Low,Very Low,Relatively Low,Relatively Low,No Rating,1,1,0,0,0,San Diego Unified,Unified,PK,12,0.9999999999999998,medium_high
15.852660300136424,14.324693042291948,18.69031377899045,14.301649305555555,7.8984375,10.088541666666666,15.911458333333334,18.0,28.989379122065177,1,22.3,9.8,12.7932921530404,46.32529764,5.37732496149745,24.8391248391248,9.68213763333452,0.0,21.742176845268325,3.5,06073002201,Census Tract 22.01; San Diego County; California,3170,residential_or_mixed,1.4,17.9,39.6,50.2,1433,281,2.12,3.11,436,38933.0,24.7,27.6,3.5,56.6,6.6,70.0,1716.0,130,490,6.3,160,12,41,50.473186119873816,3.785488958990536,12.933753943217669,False,4,0,Very Low,Relatively Moderate,Very Low,Relatively Low,Very Low,No Rating,3,1,1,1,1,San Diego Unified,Unified,PK,12,1.0,medium_high
6.964529331514325,3.001364256480221,14.324693042291948,15.359478935698448,10.669623059866964,10.629157427937916,18.429046563192905,17.0,85.11158789111487,1,15.8,25.6,30.3696831622707,96.83942427,5.37732496149745,50.6530339863673,37.1885888242779,0.0,5.31950927436822,3.5,06073002202,Census Tract 22.02; San Diego County; California,4604,residential_or_mixed,3.0,24.6,35.0,39.8,1603,435,2.79,3.88,494,55790.0,25.7,15.2,3.9,64.7,2.0,91.0,1622.0,145,659,6.6,488,61,77,105.994787141616,13.249348392701998,16.72458731537793,False,16,0,Relatively Low,Very High,Very Low,Relatively Low,Relatively Low,No Rating,1,0,0,1,0,San Diego Unified,Unified,PK,12,1.0000000000000002,medium_high
6.991814461118691,6.275579809004094,8.321964529331517,15.489754098360656,10.2172131147541,12.714754098360656,16.631967213114756,18.37131147540984,30.59082547580934,1,3.2,12.8,18.5146910303685,81.12598472,5.37732496149745,28.32713666047,19.2453593045795,0.0,6.11819473838979,3.5,06073002301,Census Tract 23.01; San Diego County; California,3247,residential_or_mixed,2.7,14.3,37.0,26.7,1511,291,2.15,2.79,995,78838.0,14.1,10.8,2.9,47.3,34.2,79.8,1814.0,157,479,3.2,329,27,75,101.32429935324916,8.315368032029566,23.09824453341546,False,5,0,Very Low,Very High,Very Low,Relatively Low,Relatively Low,No Rating,1,0,0,1,0,San Diego Unified,Unified,PK,12,0.9999999999999998,medium_high
8.335607094133696,5.184174624829463,14.188267394270127,16.629662004662002,10.881993006993008,14.631993006993008,18.42132867132867,18.710664335664337,44.07832862125159,1,12.3,27.0,28.0832374286587,81.07267666,5.37732496149745,52.2033938700605,41.7858799186615,0.0,4.897624068905237,3.5,06073002302,Census Tract 23.02; San Diego County; California,6030,residential_or_mixed,3.5,17.8,40.4,45.5,2039,629,2.95,3.52,596,63049.0,19.6,15.0,6.1,61.7,0.5,82.0,1640.0,235,846,6.6,596,57,101,98.8391376451078,9.45273631840796,16.749585406301822,False,9,0,Relatively Low,Very High,Very Low,Relatively Low,Relatively Low,No Rating,1,1,0,0,0,San Diego Unified,Unified,PK,12,1.0000000000000009,medium_high
17.612551159618008,19.23601637107776,14.597544338335611,15.492583918813429,6.4976580796252925,14.63231850117096,17.326112412177984,18.58665105386417,23.74651808204273,1,6.7,4.9,23.7311224369965,33.24290707,5.37732496149745,25.2550169216836,16.7647723353906,0.0,3.9577865263546657,3.5,06073002401,Census Tract 24.01; San Diego County; California,4295,residential_or_mixed,5.5,21.7,32.0,55.5,1689,449,2.53,3.4,1127,78870.0,14.6,19.8,2.9,61.0,13.1,78.7,2075.0,247,492,3.4,232,12,71,54.01629802095459,2.7939464493597206,16.530849825378347,False,6,0,Relatively Low,Relatively Low,Very Low,Relatively Low,Relatively Low,No Rating,1,1,0,0,0,San Diego Unified,Unified,PK,12,1.0000000000000004,medium_high
9.604365620736695,3.683492496589358,20.60027285129604,15.746780662866792,9.0,14.44205193160228,17.03863204559848,18.48068397720076,56.76308509667862,1,3.5,12.8,20.312610094652,77.23864242,5.37732496149745,41.2233662233662,22.1825835681924,0.0,0.0,3.5,06073002402,Census Tract 24.02; San Diego County; California,4665,residential_or_mixed,5.3,22.7,33.0,64.9,1733,623,2.68,3.55,788,60029.0,21.1,19.5,3.3,68.0,7.9,88.7,1679.0,238,892,3.4,369,57,53,79.09967845659165,12.218649517684888,11.361200428724544,False,11,0,Relatively Low,Relatively High,Very Low,Relatively Low,Relatively Low,No Rating,0,0,0,0,0,San Diego Unified,Unified,PK,12,1.0000000000000004,medium_high
20.034106412005457,12.824010914051842,33.42428376534789,12.064563617245003,4.522397476340694,8.466876971608833,13.155205047318612,16.54384858044164,10.299750447832348,1,2.6,8.7,18.2387204359161,87.09530297,5.37732496149745,48.343581676915,25.01991842365,0.0,2.059972752181402,3.5,06073002501,Census Tract 25.01; San Diego County; California,5046,residential_or_mixed,7.5,24.8,31.7,66.6,1442,562,3.48,4.03,553,71250.0,20.8,16.7,6.1,71.2,11.2,54.0,1939.0,102,410,6.3,205,22,32,40.62623860483551,4.359889021006738,6.341656757827983,False,5,0,Very Low,Very High,Very Low,Relatively Low,Relatively Low,No Rating,1,1,0,0,0,San Diego Unified,Unified,PK,12,1.0000000000000009,medium_high
17.03274215552524,14.597544338335611,21.55525238744884,13.819652341863836,7.030902945436987,12.921294060840172,14.931916948334138,16.550941574118784,19.15161898422572,1,3.3,7.0,34.7828639875989,35.25499023,5.37732496149745,36.954811954812,28.9584150880573,0.0,1.3679936487649864,3.5,06073002502,Census Tract 25.02; San Diego County; California,7231,residential_or_mixed,4.8,27.6,35.2,44.5,2393,946,3.02,3.69,1680,92210.0,15.5,11.0,9.5,60.0,22.3,44.3,1766.0,131,372,1.0,311,26,80,43.0092656617342,3.595629926704467,11.063476697552206,False,14,0,Relatively Low,Relatively Low,Very Low,Relatively Low,Relatively Low,No Rating,1,1,0,0,0,San Diego Unified,Unified,PK,12,1.0000000000000009,medium_high
16.180081855388817,9.6862210095498,28.24010914051842,15.22482744620382,10.9068209500609,10.9537149817296,17.721071863581,17.0231425091352,21.71007866527272,1,3.5,11.5,28.4989548347699,71.40318664,5.37732496149745,43.4648934648935,20.3857633810186,0.0,6.202936895272312,3.5,06073002601,Census Tract 26.01; San Diego County; California,6025,residential_or_mixed,10.2,28.8,33.3,62.7,1609,816,3.73,4.43,657,63347.0,25.8,21.1,2.2,72.1,4.8,64.7,1817.0,200,361,9.8,250,34,48,41.49377593360996,5.643153526970955,7.966804979253112,False,7,0,Relatively Low,Relatively High,Very Low,Relatively Low,Relatively Low,No Rating,2,1,1,0,0,San Diego Unified,Unified,PK,12,1.0000000000000004,medium_high
